Time,AccelRoll,AccelPitch,AccelYaw,CompRoll,CompPitch,CompYaw,MahonyRoll,MahonyPitch,MahonyYaw,MadgwickRoll,MadgwickPitch,MadgwickYaw,MEKFRoll,MEKFPitch,MEKFYaw
2.150000,-2.299964,-1.562341,0.000000,-2.224556,-1.509921,-0.006896,-2.933205,-1.426301,11.338643,-2.525539,-1.298975,5.631304,174.570236,13.656878,153.212326
2.166667,-2.360736,-1.609651,0.000000,-2.227255,-1.511982,-0.006938,-2.930759,-1.432083,11.356169,-2.538576,-1.305254,5.676185,174.447144,14.162680,153.171738
2.183333,-2.415731,-1.472080,-0.000000,-2.231001,-1.511310,-0.006932,-2.931972,-1.438228,11.385630,-2.552033,-1.312320,5.723528,174.321487,14.655513,153.110382
2.200000,-2.009553,-1.534014,0.000000,-2.226549,-1.511849,-0.006949,-2.926080,-1.443104,11.411290,-2.559833,-1.317929,5.770686,174.210236,15.129251,153.056839
2.216667,-2.286760,-1.535211,0.000000,-2.227789,-1.512442,-0.006946,-2.925440,-1.450869,11.431148,-2.573359,-1.326293,5.818729,174.092087,15.599666,153.013855
2.233333,-2.403141,-1.514073,0.000000,-2.231252,-1.512560,-0.006963,-2.927144,-1.454681,11.463804,-2.585671,-1.331141,5.864774,173.976074,16.044157,152.943634
2.250000,-2.270815,-1.513124,-0.000000,-2.231979,-1.512638,-0.006981,-2.923549,-1.457711,11.488702,-2.595376,-1.334837,5.911082,173.870346,16.469999,152.887360
2.266667,-2.246552,-1.508452,0.000000,-2.232247,-1.512659,-0.006977,-2.919602,-1.463430,11.509251,-2.605530,-1.341061,5.959034,173.765854,16.890823,152.840912
2.283333,-2.257066,-1.513139,0.000000,-2.232700,-1.512734,-0.006975,-2.914964,-1.466739,11.531239,-2.614073,-1.344958,6.006957,173.663971,17.298988,152.792023
2.300000,-2.289511,-1.594256,0.000000,-2.233792,-1.514470,-0.006992,-2.910502,-1.473830,11.550480,-2.623107,-1.352589,6.053693,173.564926,17.697374,152.746582
2.316667,-2.463781,-1.538158,0.000000,-2.238368,-1.515070,-0.007008,-2.912608,-1.480444,11.579517,-2.635346,-1.360084,6.100095,173.459549,18.086975,152.682510
2.333333,-2.133322,-1.492639,-0.000000,-2.236143,-1.514668,-0.007026,-2.900250,-1.482257,11.598310,-2.635337,-1.362447,6.147321,173.372452,18.462654,152.639709
2.350000,-2.191214,-1.432601,-0.000000,-2.235240,-1.513152,-0.007041,-2.893488,-1.488281,11.607391,-2.643413,-1.368448,6.194582,173.282944,18.826242,152.613358
2.366667,-2.127721,-1.624247,0.000000,-2.233045,-1.515441,-0.007076,-2.887122,-1.493117,11.627085,-2.649087,-1.373904,6.240530,173.197083,19.176470,152.567505
2.383333,-2.375057,-1.520621,0.000000,-2.235861,-1.515650,-0.007070,-2.884248,-1.498805,11.643494,-2.659223,-1.379981,6.288412,173.106857,19.518391,152.527863
2.400000,-2.072684,-1.466078,-0.000000,-2.232513,-1.514705,-0.007108,-2.877825,-1.498915,11.674075,-2.661788,-1.381155,6.334409,173.025726,19.844252,152.463348
2.416667,-2.075822,-1.532110,0.000000,-2.229337,-1.515158,-0.007101,-2.869583,-1.504495,11.709107,-2.659773,-1.387967,6.383285,172.936096,20.199085,152.396942
2.433333,-2.371924,-1.511745,0.000000,-2.232124,-1.515156,-0.007116,-2.872555,-1.505593,11.751660,-2.668252,-1.390620,6.429778,172.848099,20.505621,152.309784
2.450000,-2.277413,-1.526684,0.000000,-2.232947,-1.515452,-0.007111,-2.862025,-1.509451,11.758238,-2.672550,-1.394431,6.477859,172.775391,20.801800,152.287491
2.466667,-2.155499,-1.500578,0.000000,-2.231374,-1.515240,-0.007126,-2.859006,-1.512669,11.783027,-2.679561,-1.398274,6.524968,172.699402,21.088087,152.233292
