Time,AccelRoll,AccelPitch,AccelYaw,CompRoll,CompPitch,CompYaw,MahonyRoll,MahonyPitch,MahonyYaw,MadgwickRoll,MadgwickPitch,MadgwickYaw,MEKFRoll,MEKFPitch,MEKFYaw
1.783333,0.103664,-0.425020,0.000000,0.133348,-0.428831,-0.003406,-4.919144,10.106007,65.204147,-1.420199,1.079181,5.211892,-175.425095,0.171473,-2.346941
1.800000,0.138130,-0.448906,0.000000,0.133454,-0.429322,-0.003418,-4.865668,10.058290,65.554062,-1.432843,1.089142,5.260457,-176.434235,0.167544,-2.376311
1.816667,0.148668,-0.407964,0.000000,0.133789,-0.428985,-0.003400,-4.809944,10.005952,65.899292,-1.443915,1.098722,5.310980,-177.417496,0.164950,-2.395643
1.833333,0.155599,-0.421842,-0.000000,0.134246,-0.428921,-0.003422,-4.755537,9.955678,66.240929,-1.455749,1.109090,5.359043,-178.373199,0.160318,-2.421461
1.850000,0.183042,-0.490400,0.000000,0.135242,-0.430241,-0.003423,-4.700422,9.900480,66.575233,-1.467523,1.118689,5.408351,-179.302155,0.160131,-2.438159
1.866667,0.203824,-0.383459,0.000000,0.136614,-0.429394,-0.003445,-4.646886,9.848621,66.904610,-1.480714,1.128873,5.456250,179.796021,0.155998,-2.459745
1.883333,0.172627,-0.466089,-0.000000,0.137345,-0.430208,-0.003466,-4.593467,9.793966,67.225998,-1.493508,1.139550,5.504104,178.919968,0.154864,-2.474384
1.900000,0.093248,-0.400615,-0.000000,0.136494,-0.429706,-0.003446,-4.539673,9.737587,67.546288,-1.505009,1.149550,5.554368,178.066147,0.153159,-2.488527
1.916667,0.103680,-0.445804,0.000000,0.135878,-0.430107,-0.003437,-4.485786,9.684458,67.867912,-1.516063,1.160391,5.603911,177.238190,0.149053,-2.516723
1.933333,0.162251,-0.410798,0.000000,0.136436,-0.429811,-0.003439,-4.431131,9.624884,68.180550,-1.527209,1.170091,5.653171,176.431198,0.148153,-2.527243
1.950000,0.131358,-0.407888,-0.000000,0.136355,-0.429462,-0.003450,-4.377716,9.564442,68.492142,-1.538763,1.179553,5.701951,175.644012,0.146610,-2.540036
1.966667,0.145139,-0.445777,0.000000,0.136551,-0.429888,-0.003461,-4.324831,9.504854,68.798172,-1.550759,1.188951,5.750477,174.882904,0.145882,-2.556632
1.983333,0.148614,-0.442373,0.000000,0.136813,-0.430227,-0.003472,-4.271541,9.441883,69.101730,-1.562217,1.198291,5.799301,174.139679,0.145717,-2.566752
2.000000,0.145133,-0.449207,0.000000,0.137000,-0.430696,-0.003492,-4.218814,9.378608,69.399651,-1.573834,1.207770,5.847457,173.418655,0.145920,-2.575658
2.016667,0.107157,-0.445912,0.000000,0.136423,-0.431080,-0.003473,-4.166890,9.318397,69.699707,-1.585609,1.218185,5.897787,172.718628,0.143295,-2.596433
2.033333,0.120922,-0.435306,0.000000,0.136144,-0.431254,-0.003483,-4.114640,9.256716,69.994713,-1.596740,1.227925,5.946416,172.039169,0.141357,-2.614911
2.050000,0.127760,-0.452331,0.000000,0.135987,-0.431756,-0.003484,-4.063808,9.196147,70.287430,-1.609138,1.238437,5.995524,171.379303,0.138551,-2.637266
2.066667,0.134830,-0.432136,0.000000,0.135964,-0.431853,-0.003504,-4.013707,9.133126,70.574997,-1.621936,1.248128,6.043589,170.736832,0.136844,-2.654459
2.083333,0.162368,-0.428370,0.000000,0.136513,-0.431873,-0.003504,-3.962310,9.070964,70.859131,-1.633728,1.258177,6.092673,170.116501,0.134663,-2.674115
2.100000,0.127748,-0.424661,0.000000,0.136358,-0.431828,-0.003504,-3.911554,9.006728,71.142296,-1.645253,1.267288,6.141937,169.511383,0.132961,-2.693865
2.116667,0.169179,-0.417755,0.000000,0.137035,-0.431636,-0.003514,-3.860647,8.942476,71.418159,-1.656896,1.277173,6.190507,168.926132,0.131468,-2.708908
2.133333,0.134651,-0.407399,0.000000,0.137018,-0.431231,-0.003514,-3.809860,8.878193,71.693230,-1.667792,1.287457,6.239735,168.356583,0.128871,-2.725430
2.150000,0.096668,-0.397016,-0.000000,0.136231,-0.430636,-0.003533,-3.760673,8.812867,71.967056,-1.679102,1.296889,6.287921,167.800842,0.126308,-2.743837
2.166667,0.120886,-0.400636,0.000000,0.135945,-0.430116,-0.003553,-3.711640,8.748412,72.234932,-1.690646,1.307227,6.335931,167.263931,0.123596,-2.760863
2.183333,0.055256,-0.442030,-0.000000,0.134352,-0.430454,-0.003552,-3.663829,8.682817,72.505150,-1.702118,1.316239,6.385202,166.740646,0.121542,-2.785710
2.200000,0.162290,-0.407448,0.000000,0.134921,-0.430073,-0.003561,-3.615293,8.618616,72.770638,-1.714035,1.326564,6.433841,166.234879,0.117986,-2.808602
2.216667,0.138194,-0.421486,0.000000,0.134997,-0.430001,-0.003550,-3.567224,8.551331,73.032928,-1.725819,1.335519,6.483768,165.742844,0.116453,-2.828405
2.233333,0.141613,-0.404115,0.000000,0.135150,-0.429573,-0.003559,-3.519213,8.486795,73.294212,-1.737132,1.345287,6.532410,165.266953,0.112854,-2.855091
2.250000,0.165795,-0.414476,0.000000,0.135783,-0.429361,-0.003568,-3.471406,8.423007,73.550461,-1.748722,1.355443,6.580860,164.808060,0.109495,-2.882354
2.266667,0.148561,-0.421486,0.000000,0.136039,-0.429303,-0.003557,-3.424970,8.355195,73.803177,-1.761086,1.364490,6.630743,164.359055,0.108092,-2.902313
2.283333,0.100161,-0.445536,0.000000,0.135342,-0.429707,-0.003546,-3.378394,8.287434,74.056084,-1.772021,1.374289,6.680761,163.921738,0.105748,-2.924076
2.300000,0.069076,-0.448988,0.000000,0.134037,-0.430202,-0.003555,-3.333068,8.217944,74.301491,-1.783332,1.382610,6.729489,163.499069,0.105980,-2.942589
2.316667,0.082963,-0.407892,0.000000,0.133066,-0.429856,-0.003564,-3.286025,8.147389,74.540588,-1.792712,1.391349,6.778282,163.090378,0.106116,-2.952742
2.333333,0.138110,-0.459209,-0.000000,0.133198,-0.430523,-0.003572,-3.239722,8.077425,74.776749,-1.803209,1.401248,6.827045,162.694534,0.106199,-2.963055
2.350000,0.141659,-0.373145,-0.000000,0.133387,-0.429475,-0.003591,-3.194376,8.008202,75.013840,-1.814039,1.409934,6.875329,162.308990,0.104740,-2.978679
2.366667,0.200492,-0.418259,-0.000000,0.134730,-0.429330,-0.003609,-3.149846,7.940191,75.245239,-1.826290,1.420135,6.923409,161.937637,0.103425,-2.992919
2.383333,0.145095,-0.400735,0.000000,0.134948,-0.428848,-0.003607,-3.105905,7.873473,75.480522,-1.837867,1.429757,6.972691,161.576569,0.100521,-3.017293
2.400000,0.120912,-0.431827,-0.000000,0.134668,-0.428987,-0.003635,-3.063408,7.804480,75.710739,-1.849736,1.439355,7.020432,161.223511,0.099125,-3.034721
2.416667,0.110403,-0.427803,0.000000,0.134203,-0.429043,-0.003632,-3.019247,7.730687,75.950272,-1.858664,1.447023,7.070801,160.872055,0.096819,-3.054394
2.433333,0.134570,-0.445106,-0.000000,0.134241,-0.429443,-0.003640,-2.975360,7.659919,76.174179,-1.868520,1.456371,7.119825,160.541840,0.096217,-3.067526
2.450000,0.113923,-0.407348,-0.000000,0.133865,-0.429081,-0.003637,-2.932411,7.590354,76.390854,-1.878898,1.466357,7.169128,160.224777,0.095288,-3.077451
2.466667,0.148522,-0.438657,0.000000,0.134169,-0.429372,-0.003644,-2.890630,7.520967,76.608704,-1.890387,1.475215,7.217878,159.917435,0.095123,-3.095181
2.483333,0.117395,-0.431590,-0.000000,0.133854,-0.429486,-0.003631,-2.849171,7.453424,76.821609,-1.901565,1.486130,7.267579,159.621506,0.093360,-3.109992
